zona,bairro,categoria_risco,ocupacao,área mínima do lote,testada mínima do lote,módulo de fracionamento,face máxima do quarteirão,área máxima do quarteirão,área mínima do quarteirão,enquadramento fracionamento,área de destinação pública – malha viária fracionamento,área de destinação pública – equipamentos fracionamento,enquadramento desmembramento tipo 1,área pública – malha viária desmembramento tipo 1,área pública – equipamentos desmembramento tipo 1,enquadramento desmembramento tipo 2,área pública – malha viária desmembramento tipo 2,área pública – equipamentos desmembramento tipo 2,enquadramento desmembramento tipo 3,área pública – malha viária desmembramento tipo 3,área pública – equipamentos desmembramento tipo 3,enquadramento loteamento,área pública – malha viária loteamento,área pública – equipamentos loteamento,coeficiente de aproveitamento básico,coeficiente de aproveitamento máximo,coeficiente de aproveitamento básico 4d,coeficiente de aproveitamento máximo 4d,altura máxima para edificação isolada,afastamentos - frente,afastamentos - laterais,afastamentos - fundos,taxa de permeabilidade acima de 1500 m2,taxa de permeabilidade até 1500 m2,fator de conversão da taxa de permeabilidade,recuo de jardim,comércio varejista inócuo – restrição porte,comércio varejista ia1 – restrição porte,comércio varejista ia2 – restrição porte,comércio atacadista ia1 – restrição porte,comércio atacadista ia2 – restrição porte,comércio atacadista ia3 – restrição porte,serviço inócuo – restrição porte,serviço ia1 – restrição porte,serviço ia2 – restrição porte,serviço ia3 – restrição porte,indústria inócua – restrição porte,indústria com interferência ambiental – restrição porte,nível de controle de polarização de entretenimento noturno,cod,parcelamento do solo,edificações,atividades,comparativo entre planos,caracteristicas,final
ZOT 08.3 - C,JARDIM BOTÂNICO,Ocupação Acima da Cota de Inundação,Intensiva,125,5,5000,200,22500,Não se aplica,3000,Não se aplica,Não se aplica,acima de 3000 a 4000 m²,10,Compartilhado,acima de 4000 a 5000 m²,15,Compartilhado,acima de 5000 a 22500 m²,18,Compartilhado,acima de 22500 m²,32,18,2.4,7.5,Não se aplica,Não se aplica,90.0,Isento,"18% da altura total desde o RN, aplicável acima de 12,5 m.","18% da altura total desde o RN, aplicável acima de 12,5 m.",20.0,10.0,50.0,4.0,S/L,S/L,S/L,S/L,1500.0,Proibido,S/L,S/L,S/L,Proibido,300.0,1500.0,Nível 4,83C,PADRÃO ADENSAMENTO,ALTA,PERMITIDO BAIXO PERMITIDO MÉDIO PROIBIDO ALTO,"PERMITIDO EM VIAS LOCAIS, COLETORAS E ARTERIAIS","A Zona de Ordenamento Territorial 8 (ZOT 8) apresenta características semelhantes às da ZOT 7, diferenciando-se por sua vinculação a planos e projetos estratégicos de desenvolvimento urbano, visando reestruturação e qualificação territorial.","A finalidade da ZOT 8 é consolidar áreas de transformação urbana por meio da articulação entre investimentos públicos e privados, promovendo o adensamento qualificado, a diversificação de atividades e a otimização da infraestrutura e dos serviços urbanos, assegurando a integração entre centralidades e redes de mobilidade, fortalecendo a dinâmica econômica e aprimorando a conectividade entre os diferentes setores da cidade."
ZOT 08.3 - C,MOINHOS DE VENTO,Ocupação Acima da Cota de Inundação,Intensiva,125,5,5000,200,22500,Não se aplica,3000,Não se aplica,Não se aplica,acima de 3000 a 4000 m²,10,Compartilhado,acima de 4000 a 5000 m²,15,Compartilhado,acima de 5000 a 22500 m²,18,Compartilhado,acima de 22500 m²,32,18,2.4,7.5,Não se aplica,Não se aplica,90.0,Isento,"18% da altura total desde o RN, aplicável acima de 12,5 m.","18% da altura total desde o RN, aplicável acima de 12,5 m.",20.0,10.0,50.0,4.0,S/L,S/L,S/L,S/L,1500.0,Proibido,S/L,S/L,S/L,Proibido,300.0,1500.0,Nível 4,83C,PADRÃO ADENSAMENTO,ALTA,PERMITIDO BAIXO PERMITIDO MÉDIO PROIBIDO ALTO,"PERMITIDO EM VIAS LOCAIS, COLETORAS E ARTERIAIS","A Zona de Ordenamento Territorial 8 (ZOT 8) apresenta características semelhantes às da ZOT 7, diferenciando-se por sua vinculação a planos e projetos estratégicos de desenvolvimento urbano, visando reestruturação e qualificação territorial.","A finalidade da ZOT 8 é consolidar áreas de transformação urbana por meio da articulação entre investimentos públicos e privados, promovendo o adensamento qualificado, a diversificação de atividades e a otimização da infraestrutura e dos serviços urbanos, assegurando a integração entre centralidades e redes de mobilidade, fortalecendo a dinâmica econômica e aprimorando a conectividade entre os diferentes setores da cidade."
ZOT 08.3 - C,JARDIM CARVALHO,Ocupação Acima da Cota de Inundação,Intensiva,125,5,5000,200,22500,Não se aplica,3000,Não se aplica,Não se aplica,acima de 3000 a 4000 m²,10,Compartilhado,acima de 4000 a 5000 m²,15,Compartilhado,acima de 5000 a 22500 m²,18,Compartilhado,acima de 22500 m²,32,18,2.4,7.5,Não se aplica,Não se aplica,90.0,Isento,"18% da altura total desde o RN, aplicável acima de 12,5 m.","18% da altura total desde o RN, aplicável acima de 12,5 m.",20.0,10.0,50.0,4.0,S/L,S/L,S/L,S/L,1500.0,Proibido,S/L,S/L,S/L,Proibido,300.0,1500.0,Nível 4,83C,PADRÃO ADENSAMENTO,ALTA,PERMITIDO BAIXO PERMITIDO MÉDIO PROIBIDO ALTO,"PERMITIDO EM VIAS LOCAIS, COLETORAS E ARTERIAIS","A Zona de Ordenamento Territorial 8 (ZOT 8) apresenta características semelhantes às da ZOT 7, diferenciando-se por sua vinculação a planos e projetos estratégicos de desenvolvimento urbano, visando reestruturação e qualificação territorial.","A finalidade da ZOT 8 é consolidar áreas de transformação urbana por meio da articulação entre investimentos públicos e privados, promovendo o adensamento qualificado, a diversificação de atividades e a otimização da infraestrutura e dos serviços urbanos, assegurando a integração entre centralidades e redes de mobilidade, fortalecendo a dinâmica econômica e aprimorando a conectividade entre os diferentes setores da cidade."
ZOT 08.3 - C,BOM JESUS,Ocupação Acima da Cota de Inundação,Intensiva,125,5,5000,200,22500,Não se aplica,3000,Não se aplica,Não se aplica,acima de 3000 a 4000 m²,10,Compartilhado,acima de 4000 a 5000 m²,15,Compartilhado,acima de 5000 a 22500 m²,18,Compartilhado,acima de 22500 m²,32,18,2.4,7.5,Não se aplica,Não se aplica,90.0,Isento,"18% da altura total desde o RN, aplicável acima de 12,5 m.","18% da altura total desde o RN, aplicável acima de 12,5 m.",20.0,10.0,50.0,4.0,S/L,S/L,S/L,S/L,1500.0,Proibido,S/L,S/L,S/L,Proibido,300.0,1500.0,Nível 4,83C,PADRÃO ADENSAMENTO,ALTA,PERMITIDO BAIXO PERMITIDO MÉDIO PROIBIDO ALTO,"PERMITIDO EM VIAS LOCAIS, COLETORAS E ARTERIAIS","A Zona de Ordenamento Territorial 8 (ZOT 8) apresenta características semelhantes às da ZOT 7, diferenciando-se por sua vinculação a planos e projetos estratégicos de desenvolvimento urbano, visando reestruturação e qualificação territorial.","A finalidade da ZOT 8 é consolidar áreas de transformação urbana por meio da articulação entre investimentos públicos e privados, promovendo o adensamento qualificado, a diversificação de atividades e a otimização da infraestrutura e dos serviços urbanos, assegurando a integração entre centralidades e redes de mobilidade, fortalecendo a dinâmica econômica e aprimorando a conectividade entre os diferentes setores da cidade."
ZOT 08.3 - C,BOA VISTA,Ocupação Acima da Cota de Inundação,Intensiva,125,5,5000,200,22500,Não se aplica,3000,Não se aplica,Não se aplica,acima de 3000 a 4000 m²,10,Compartilhado,acima de 4000 a 5000 m²,15,Compartilhado,acima de 5000 a 22500 m²,18,Compartilhado,acima de 22500 m²,32,18,2.4,7.5,Não se aplica,Não se aplica,90.0,Isento,"18% da altura total desde o RN, aplicável acima de 12,5 m.","18% da altura total desde o RN, aplicável acima de 12,5 m.",20.0,10.0,50.0,4.0,S/L,S/L,S/L,S/L,1500.0,Proibido,S/L,S/L,S/L,Proibido,300.0,1500.0,Nível 4,83C,PADRÃO ADENSAMENTO,ALTA,PERMITIDO BAIXO PERMITIDO MÉDIO PROIBIDO ALTO,"PERMITIDO EM VIAS LOCAIS, COLETORAS E ARTERIAIS","A Zona de Ordenamento Territorial 8 (ZOT 8) apresenta características semelhantes às da ZOT 7, diferenciando-se por sua vinculação a planos e projetos estratégicos de desenvolvimento urbano, visando reestruturação e qualificação territorial.","A finalidade da ZOT 8 é consolidar áreas de transformação urbana por meio da articulação entre investimentos públicos e privados, promovendo o adensamento qualificado, a diversificação de atividades e a otimização da infraestrutura e dos serviços urbanos, assegurando a integração entre centralidades e redes de mobilidade, fortalecendo a dinâmica econômica e aprimorando a conectividade entre os diferentes setores da cidade."
ZOT 08.3 - C,RIO BRANCO,Ocupação Acima da Cota de Inundação,Intensiva,125,5,5000,200,22500,Não se aplica,3000,Não se aplica,Não se aplica,acima de 3000 a 4000 m²,10,Compartilhado,acima de 4000 a 5000 m²,15,Compartilhado,acima de 5000 a 22500 m²,18,Compartilhado,acima de 22500 m²,32,18,2.4,7.5,Não se aplica,Não se aplica,90.0,Isento,"18% da altura total desde o RN, aplicável acima de 12,5 m.","18% da altura total desde o RN, aplicável acima de 12,5 m.",20.0,10.0,50.0,4.0,S/L,S/L,S/L,S/L,1500.0,Proibido,S/L,S/L,S/L,Proibido,300.0,1500.0,Nível 4,83C,PADRÃO ADENSAMENTO,ALTA,PERMITIDO BAIXO PERMITIDO MÉDIO PROIBIDO ALTO,"PERMITIDO EM VIAS LOCAIS, COLETORAS E ARTERIAIS","A Zona de Ordenamento Territorial 8 (ZOT 8) apresenta características semelhantes às da ZOT 7, diferenciando-se por sua vinculação a planos e projetos estratégicos de desenvolvimento urbano, visando reestruturação e qualificação territorial.","A finalidade da ZOT 8 é consolidar áreas de transformação urbana por meio da articulação entre investimentos públicos e privados, promovendo o adensamento qualificado, a diversificação de atividades e a otimização da infraestrutura e dos serviços urbanos, assegurando a integração entre centralidades e redes de mobilidade, fortalecendo a dinâmica econômica e aprimorando a conectividade entre os diferentes setores da cidade."
ZOT 08.3 - C,HIGIENÓPOLIS,Ocupação Acima da Cota de Inundação,Intensiva,125,5,5000,200,22500,Não se aplica,3000,Não se aplica,Não se aplica,acima de 3000 a 4000 m²,10,Compartilhado,acima de 4000 a 5000 m²,15,Compartilhado,acima de 5000 a 22500 m²,18,Compartilhado,acima de 22500 m²,32,18,2.4,7.5,Não se aplica,Não se aplica,90.0,Isento,"18% da altura total desde o RN, aplicável acima de 12,5 m.","18% da altura total desde o RN, aplicável acima de 12,5 m.",20.0,10.0,50.0,4.0,S/L,S/L,S/L,S/L,1500.0,Proibido,S/L,S/L,S/L,Proibido,300.0,1500.0,Nível 4,83C,PADRÃO ADENSAMENTO,ALTA,PERMITIDO BAIXO PERMITIDO MÉDIO PROIBIDO ALTO,"PERMITIDO EM VIAS LOCAIS, COLETORAS E ARTERIAIS","A Zona de Ordenamento Territorial 8 (ZOT 8) apresenta características semelhantes às da ZOT 7, diferenciando-se por sua vinculação a planos e projetos estratégicos de desenvolvimento urbano, visando reestruturação e qualificação territorial.","A finalidade da ZOT 8 é consolidar áreas de transformação urbana por meio da articulação entre investimentos públicos e privados, promovendo o adensamento qualificado, a diversificação de atividades e a otimização da infraestrutura e dos serviços urbanos, assegurando a integração entre centralidades e redes de mobilidade, fortalecendo a dinâmica econômica e aprimorando a conectividade entre os diferentes setores da cidade."
ZOT 08.3 - C,JARDIM DO SALSO,Ocupação Acima da Cota de Inundação,Intensiva,125,5,5000,200,22500,Não se aplica,3000,Não se aplica,Não se aplica,acima de 3000 a 4000 m²,10,Compartilhado,acima de 4000 a 5000 m²,15,Compartilhado,acima de 5000 a 22500 m²,18,Compartilhado,acima de 22500 m²,32,18,2.4,7.5,Não se aplica,Não se aplica,90.0,Isento,"18% da altura total desde o RN, aplicável acima de 12,5 m.","18% da altura total desde o RN, aplicável acima de 12,5 m.",20.0,10.0,50.0,4.0,S/L,S/L,S/L,S/L,1500.0,Proibido,S/L,S/L,S/L,Proibido,300.0,1500.0,Nível 4,83C,PADRÃO ADENSAMENTO,ALTA,PERMITIDO BAIXO PERMITIDO MÉDIO PROIBIDO ALTO,"PERMITIDO EM VIAS LOCAIS, COLETORAS E ARTERIAIS","A Zona de Ordenamento Territorial 8 (ZOT 8) apresenta características semelhantes às da ZOT 7, diferenciando-se por sua vinculação a planos e projetos estratégicos de desenvolvimento urbano, visando reestruturação e qualificação territorial.","A finalidade da ZOT 8 é consolidar áreas de transformação urbana por meio da articulação entre investimentos públicos e privados, promovendo o adensamento qualificado, a diversificação de atividades e a otimização da infraestrutura e dos serviços urbanos, assegurando a integração entre centralidades e redes de mobilidade, fortalecendo a dinâmica econômica e aprimorando a conectividade entre os diferentes setores da cidade."
ZOT 08.3 - C,CHÁCARA DAS PEDRAS,Ocupação Acima da Cota de Inundação,Intensiva,125,5,5000,200,22500,Não se aplica,3000,Não se aplica,Não se aplica,acima de 3000 a 4000 m²,10,Compartilhado,acima de 4000 a 5000 m²,15,Compartilhado,acima de 5000 a 22500 m²,18,Compartilhado,acima de 22500 m²,32,18,2.4,7.5,Não se aplica,Não se aplica,90.0,Isento,"18% da altura total desde o RN, aplicável acima de 12,5 m.","18% da altura total desde o RN, aplicável acima de 12,5 m.",20.0,10.0,50.0,4.0,S/L,S/L,S/L,S/L,1500.0,Proibido,S/L,S/L,S/L,Proibido,300.0,1500.0,Nível 4,83C,PADRÃO ADENSAMENTO,ALTA,PERMITIDO BAIXO PERMITIDO MÉDIO PROIBIDO ALTO,"PERMITIDO EM VIAS LOCAIS, COLETORAS E ARTERIAIS","A Zona de Ordenamento Territorial 8 (ZOT 8) apresenta características semelhantes às da ZOT 7, diferenciando-se por sua vinculação a planos e projetos estratégicos de desenvolvimento urbano, visando reestruturação e qualificação territorial.","A finalidade da ZOT 8 é consolidar áreas de transformação urbana por meio da articulação entre investimentos públicos e privados, promovendo o adensamento qualificado, a diversificação de atividades e a otimização da infraestrutura e dos serviços urbanos, assegurando a integração entre centralidades e redes de mobilidade, fortalecendo a dinâmica econômica e aprimorando a conectividade entre os diferentes setores da cidade."
ZOT 08.3 - C,VILA JARDIM,Ocupação Acima da Cota de Inundação,Intensiva,125,5,5000,200,22500,Não se aplica,3000,Não se aplica,Não se aplica,acima de 3000 a 4000 m²,10,Compartilhado,acima de 4000 a 5000 m²,15,Compartilhado,acima de 5000 a 22500 m²,18,Compartilhado,acima de 22500 m²,32,18,2.4,7.5,Não se aplica,Não se aplica,90.0,Isento,"18% da altura total desde o RN, aplicável acima de 12,5 m.","18% da altura total desde o RN, aplicável acima de 12,5 m.",20.0,10.0,50.0,4.0,S/L,S/L,S/L,S/L,1500.0,Proibido,S/L,S/L,S/L,Proibido,300.0,1500.0,Nível 4,83C,PADRÃO ADENSAMENTO,ALTA,PERMITIDO BAIXO PERMITIDO MÉDIO PROIBIDO ALTO,"PERMITIDO EM VIAS LOCAIS, COLETORAS E ARTERIAIS","A Zona de Ordenamento Territorial 8 (ZOT 8) apresenta características semelhantes às da ZOT 7, diferenciando-se por sua vinculação a planos e projetos estratégicos de desenvolvimento urbano, visando reestruturação e qualificação territorial.","A finalidade da ZOT 8 é consolidar áreas de transformação urbana por meio da articulação entre investimentos públicos e privados, promovendo o adensamento qualificado, a diversificação de atividades e a otimização da infraestrutura e dos serviços urbanos, assegurando a integração entre centralidades e redes de mobilidade, fortalecendo a dinâmica econômica e aprimorando a conectividade entre os diferentes setores da cidade."
ZOT 08.3 - C,SÃO JOÃO,Ocupação Acima da Cota de Inundação,Intensiva,125,5,5000,200,22500,Não se aplica,3000,Não se aplica,Não se aplica,acima de 3000 a 4000 m²,10,Compartilhado,acima de 4000 a 5000 m²,15,Compartilhado,acima de 5000 a 22500 m²,18,Compartilhado,acima de 22500 m²,32,18,2.4,7.5,Não se aplica,Não se aplica,90.0,Isento,"18% da altura total desde o RN, aplicável acima de 12,5 m.","18% da altura total desde o RN, aplicável acima de 12,5 m.",20.0,10.0,50.0,4.0,S/L,S/L,S/L,S/L,1500.0,Proibido,S/L,S/L,S/L,Proibido,300.0,1500.0,Nível 4,83C,PADRÃO ADENSAMENTO,ALTA,PERMITIDO BAIXO PERMITIDO MÉDIO PROIBIDO ALTO,"PERMITIDO EM VIAS LOCAIS, COLETORAS E ARTERIAIS","A Zona de Ordenamento Territorial 8 (ZOT 8) apresenta características semelhantes às da ZOT 7, diferenciando-se por sua vinculação a planos e projetos estratégicos de desenvolvimento urbano, visando reestruturação e qualificação territorial.","A finalidade da ZOT 8 é consolidar áreas de transformação urbana por meio da articulação entre investimentos públicos e privados, promovendo o adensamento qualificado, a diversificação de atividades e a otimização da infraestrutura e dos serviços urbanos, assegurando a integração entre centralidades e redes de mobilidade, fortalecendo a dinâmica econômica e aprimorando a conectividade entre os diferentes setores da cidade."
ZOT 08.3 - C,SANTA CECÍLIA,Ocupação Acima da Cota de Inundação,Intensiva,125,5,5000,200,22500,Não se aplica,3000,Não se aplica,Não se aplica,acima de 3000 a 4000 m²,10,Compartilhado,acima de 4000 a 5000 m²,15,Compartilhado,acima de 5000 a 22500 m²,18,Compartilhado,acima de 22500 m²,32,18,2.4,7.5,Não se aplica,Não se aplica,90.0,Isento,"18% da altura total desde o RN, aplicável acima de 12,5 m.","18% da altura total desde o RN, aplicável acima de 12,5 m.",20.0,10.0,50.0,4.0,S/L,S/L,S/L,S/L,1500.0,Proibido,S/L,S/L,S/L,Proibido,300.0,1500.0,Nível 4,83C,PADRÃO ADENSAMENTO,ALTA,PERMITIDO BAIXO PERMITIDO MÉDIO PROIBIDO ALTO,"PERMITIDO EM VIAS LOCAIS, COLETORAS E ARTERIAIS","A Zona de Ordenamento Territorial 8 (ZOT 8) apresenta características semelhantes às da ZOT 7, diferenciando-se por sua vinculação a planos e projetos estratégicos de desenvolvimento urbano, visando reestruturação e qualificação territorial.","A finalidade da ZOT 8 é consolidar áreas de transformação urbana por meio da articulação entre investimentos públicos e privados, promovendo o adensamento qualificado, a diversificação de atividades e a otimização da infraestrutura e dos serviços urbanos, assegurando a integração entre centralidades e redes de mobilidade, fortalecendo a dinâmica econômica e aprimorando a conectividade entre os diferentes setores da cidade."
ZOT 08.3 - C,AUXILIADORA,Ocupação Acima da Cota de Inundação,Intensiva,125,5,5000,200,22500,Não se aplica,3000,Não se aplica,Não se aplica,acima de 3000 a 4000 m²,10,Compartilhado,acima de 4000 a 5000 m²,15,Compartilhado,acima de 5000 a 22500 m²,18,Compartilhado,acima de 22500 m²,32,18,2.4,7.5,Não se aplica,Não se aplica,90.0,Isento,"18% da altura total desde o RN, aplicável acima de 12,5 m.","18% da altura total desde o RN, aplicável acima de 12,5 m.",20.0,10.0,50.0,4.0,S/L,S/L,S/L,S/L,1500.0,Proibido,S/L,S/L,S/L,Proibido,300.0,1500.0,Nível 4,83C,PADRÃO ADENSAMENTO,ALTA,PERMITIDO BAIXO PERMITIDO MÉDIO PROIBIDO ALTO,"PERMITIDO EM VIAS LOCAIS, COLETORAS E ARTERIAIS","A Zona de Ordenamento Territorial 8 (ZOT 8) apresenta características semelhantes às da ZOT 7, diferenciando-se por sua vinculação a planos e projetos estratégicos de desenvolvimento urbano, visando reestruturação e qualificação territorial.","A finalidade da ZOT 8 é consolidar áreas de transformação urbana por meio da articulação entre investimentos públicos e privados, promovendo o adensamento qualificado, a diversificação de atividades e a otimização da infraestrutura e dos serviços urbanos, assegurando a integração entre centralidades e redes de mobilidade, fortalecendo a dinâmica econômica e aprimorando a conectividade entre os diferentes setores da cidade."
ZOT 08.3 - C,JARDIM SABARÁ,Ocupação Acima da Cota de Inundação,Intensiva,125,5,5000,200,22500,Não se aplica,3000,Não se aplica,Não se aplica,acima de 3000 a 4000 m²,10,Compartilhado,acima de 4000 a 5000 m²,15,Compartilhado,acima de 5000 a 22500 m²,18,Compartilhado,acima de 22500 m²,32,18,2.4,7.5,Não se aplica,Não se aplica,90.0,Isento,"18% da altura total desde o RN, aplicável acima de 12,5 m.","18% da altura total desde o RN, aplicável acima de 12,5 m.",20.0,10.0,50.0,4.0,S/L,S/L,S/L,S/L,1500.0,Proibido,S/L,S/L,S/L,Proibido,300.0,1500.0,Nível 4,83C,PADRÃO ADENSAMENTO,ALTA,PERMITIDO BAIXO PERMITIDO MÉDIO PROIBIDO ALTO,"PERMITIDO EM VIAS LOCAIS, COLETORAS E ARTERIAIS","A Zona de Ordenamento Territorial 8 (ZOT 8) apresenta características semelhantes às da ZOT 7, diferenciando-se por sua vinculação a planos e projetos estratégicos de desenvolvimento urbano, visando reestruturação e qualificação territorial.","A finalidade da ZOT 8 é consolidar áreas de transformação urbana por meio da articulação entre investimentos públicos e privados, promovendo o adensamento qualificado, a diversificação de atividades e a otimização da infraestrutura e dos serviços urbanos, assegurando a integração entre centralidades e redes de mobilidade, fortalecendo a dinâmica econômica e aprimorando a conectividade entre os diferentes setores da cidade."
